Date,Close,High,Low,Open,Volume
2021-06-09,394.8894348,396.397269,394.6646759,396.3223303,48436300
2021-06-10,396.7250671,397.6803499,394.7958098,396.1163259,51020100
2021-06-11,397.3806152,397.4929947,395.9851892,397.2776102,45570800
2021-06-14,398.2703247,398.3733297,396.2474085,397.4929857,42358500
2021-06-15,397.5398865,398.4576713,396.6595424,398.4202306,51508500
2021-06-16,395.3202515,397.9050938,393.2692688,397.6803348,80386100
2021-06-17,395.1890869,396.1724358,392.7072786,394.9081383,90949700
2021-06-18,389.8578796,392.5920836,389.651167,391.8967905,118676300
2021-06-21,395.4389954,395.6269263,390.8067865,391.6242318,72822000
2021-06-22,397.5531616,398.3894173,394.7061818,395.4296904,57700300
2021-06-23,397.0739746,398.436374,396.9894143,397.6283338,49445400
2021-06-24,399.4229736,399.8457754,398.9719564,399.2256662,45110300
2021-06-25,400.8417664,401.2927836,399.8457951,400.17466,58129500
2021-06-28,401.6497803,401.818901,400.1652287,401.3679125,53159600
